name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
boston,2021-05-27,81.9,66,73.4,80.7,66,73.3,55.3,56.26,0.08,,16.67,,0,0,23,18,247.9,1011.3,73.6,9.9,419.7,22.7,8,,2021-05-27T05:12:42,2021-05-27T20:10:43,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-05-28,64.9,48.7,55.9,64.9,45.2,55.7,37.6,52.12,0.52,,20.83,,0,0,25.3,20.3,159.1,1019.4,93.4,9,246.5,13.3,6,,2021-05-28T05:12:05,2021-05-28T20:11:34,0.53,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-05-29,51,46.9,48.9,51,39.5,42.5,43.4,81.23,1.64,,75,,0,0,35,24,45.5,1019.5,100,6.2,68.9,3.7,2,,2021-05-29T05:11:30,2021-05-29T20:12:23,0.56,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KOWD,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-05-30,51.1,49.9,50.5,51.1,43,47.5,45.4,82.98,0.7,,70.83,,0,0,32,23,47,1023.7,100,5.6,55.5,3,1,,2021-05-30T05:10:57,2021-05-30T20:13:12,0.61,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KOWD,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-05-31,62,51,56,62,51,56.1,49,77.85,0.16,,41.67,,0,0,20.8,15.9,219.5,1020.1,88.6,8.9,115.2,6.2,3,,2021-05-31T05:10:26,2021-05-31T20:14:00,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KOWD,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-06-01,76.8,54.9,66.7,76.8,54.9,66.7,47,51.09,0,,0,,0,0,19.7,15.8,247.5,1022.2,77.7,9.9,339.9,18.4,7,,2021-06-01T05:09:57,2021-06-01T20:14:46,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-06-02,79,57.6,69.2,79,57.6,69.2,53.1,57.8,0,,0,,0,0,25.3,14.7,189.1,1022.4,75.5,9.9,380,21.9,8,,2021-06-02T05:09:30,2021-06-02T20:15:31,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-06-03,74.8,60.1,68.1,74.8,60.1,68.1,59.1,73.13,0,,4.17,,0,0,25.3,18.1,185.5,1017.5,95.5,9.9,236.3,12.8,5,,2021-06-03T05:09:06,2021-06-03T20:16:14,0.81,Overcast,Cloudy skies throughout the day.,cloudy,"KOWD,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-06-04,79.9,66.7,72.1,79.9,66.7,72.1,63.6,75.1,0.11,,12.5,,0,0,24.2,15.9,225.6,1011.4,90.8,9.9,199.3,11.5,5,,2021-06-04T05:08:43,2021-06-04T20:16:57,0.86,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-06-05,91,64.8,79,92.6,64.8,79.6,62.2,59.58,0,,0,,0,0,32.7,20.5,234,1010.3,52.4,9.8,422.1,22.8,8,,2021-06-05T05:08:23,2021-06-05T20:17:37,0.9,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,AV085,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-06-06,93.7,70.8,84.8,92.8,70.8,84.7,60,44.56,0,,0,,0,0,25.3,17.1,256.7,1014.3,46.6,9.9,407.2,23.5,8,,2021-06-06T05:08:04,2021-06-06T20:18:17,0.94,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-06-07,94.8,73.8,84.7,97.1,73.8,86.8,65.4,53.73,0,,0,,0,0,27.7,20.6,222.3,1016.3,31.7,9.9,421.1,22.7,9,,2021-06-07T05:07:48,2021-06-07T20:18:54,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-06-08,93.7,74.7,83.5,99.1,74.7,86.5,68.6,62.11,0,,12.5,,0,0,17.2,14.8,242.4,1015.4,70.7,9.9,303.6,16.4,8,,2021-06-08T05:07:34,2021-06-08T20:19:30,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-06-09,90.9,74.8,80.3,93.7,74.8,81.6,67.9,67.82,0.05,,20.83,,0,0,20.7,14.7,244.8,1013.5,79.8,9.8,359,20.7,8,,2021-06-09T05:07:22,2021-06-09T20:20:05,1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-06-10,78.8,59.9,68.6,78.8,59.9,68.6,47.3,47.21,0,,0,,0,0,24.2,16,150,1017.8,57.5,9.9,385.4,22.2,8,,2021-06-10T05:07:12,2021-06-10T20:20:38,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-06-11,64.3,56.8,61.7,64.3,56.8,61.7,49.1,63.71,0.01,,4.17,,0,0,18.3,13.7,114.7,1017.3,86.7,9.8,256,13.8,7,,2021-06-11T05:07:04,2021-06-11T20:21:09,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KOWD,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-06-12,70.1,60,64.5,70.1,60,64.5,57.1,77.82,0.62,,37.5,,0,0,,10.1,158.7,1011.6,86.3,8.1,252.9,14.6,6,,2021-06-12T05:06:58,2021-06-12T20:21:38,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KOWD,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-06-13,84.7,61.8,73,82.5,61.8,72.6,54.8,56.38,0,,0,,0,0,24,15.9,228.8,1011.4,37.6,9.9,405.5,24.8,9,,2021-06-13T05:06:54,2021-06-13T20:22:06,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-06-14,67.8,60.9,64.6,67.8,60.9,64.6,58.3,80.38,0.53,,37.5,,0,0,23,13.7,165,1012.2,84.7,7.9,106.7,6.1,2,,2021-06-14T05:06:53,2021-06-14T20:22:32,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-06-15,72.2,62.2,67.3,72.2,62.2,67.3,62.5,84.87,0.02,,20.83,,0,0,,11.2,86.2,1006.8,85.2,7.3,249.8,14.4,6,,2021-06-15T05:06:53,2021-06-15T20:22:55,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KOWD,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-06-16,75.7,62.8,69.3,75.7,62.8,69.3,47.5,49.4,0,,0,,0,0,24.1,17,292.5,1007.8,39.6,9.9,427.3,24.6,9,,2021-06-16T05:06:55,2021-06-16T20:23:18,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-06-17,78.9,60.6,70.9,78.9,60.6,70.9,43.1,38.14,0,,0,,0,0,19.6,13.6,284.6,1012.9,37.6,9.9,407.2,24.9,8,,2021-06-17T05:07:00,2021-06-17T20:23:38,0.21,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-06-18,83.9,60.7,73.7,81.8,60.7,73.3,48.1,41.68,0,,0,,0,0,26.4,14.9,234.8,1013.7,45.5,9.9,433.8,25,8,,2021-06-18T05:07:07,2021-06-18T20:23:56,0.27,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-06-19,89.8,69,78.7,89.6,69,78.7,58.5,51.49,0,,8.33,,0,0,30,17.2,232.8,1006.5,90.6,9.9,359.4,20.7,8,,2021-06-19T05:07:15,2021-06-19T20:24:12,0.32,Overcast,Cloudy skies throughout the day.,cloudy,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-06-20,87.9,71.7,79,87.3,71.7,79.1,60.1,53.31,0,,8.33,,0,0,25.3,15.9,219.6,1007.5,66.7,9.9,432.1,24.9,9,,2021-06-20T05:07:26,2021-06-20T20:24:27,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-06-21,87,69,78.1,91.5,69,79.7,68,71.82,0,,0,,0,0,33.3,21.8,195.2,1005.9,61.8,9.9,354.1,19.1,8,,2021-06-21T05:07:38,2021-06-21T20:24:39,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-06-22,86.9,65.8,73.9,89.8,65.8,74.5,65.5,76.27,0.89,,33.33,,0,0,25.3,18.5,240.1,1004.5,84.1,8.9,199.8,10.8,6,,2021-06-22T05:07:53,2021-06-22T20:24:49,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KOWD,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-06-23,73.1,58.7,65.3,73.1,58.7,65.3,49.1,57.65,0,,8.33,,0,0,21.9,16.8,229.3,1018.9,61.5,9.9,379.1,21.8,8,,2021-06-23T05:08:09,2021-06-23T20:24:57,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-06-24,74.1,59.9,66,74.1,59.9,66,53.4,64.92,0,,0,,0,0,23,22.5,129.8,1028.8,31.9,9.9,428.6,26.2,9,,2021-06-24T05:08:27,2021-06-24T20:25:04,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-06-25,68.1,61,64.1,68.1,61,64.1,59.9,86.21,0.1,,29.17,,0,0,21.9,10.1,82.1,1026.5,99,6.8,160.5,8.7,4,,2021-06-25T05:08:47,2021-06-25T20:25:08,0.51,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KOWD,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-06-26,85.8,65.8,75.9,90.5,65.8,77.1,67,74.81,0,,0,,0,0,28.6,19.6,209,1023.2,85.5,9.6,316.9,17.1,7,,2021-06-26T05:09:09,2021-06-26T20:25:10,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-06-27,89,74,81.2,94.4,74,83.8,69.5,68.51,0,,0,,0,0,31.3,23.8,217.8,1020.1,78.7,9.9,352.4,20.3,7,,2021-06-27T05:09:33,2021-06-27T20:25:10,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-06-28,96,75.7,85.7,104.6,75.7,91,71.2,63.13,0,,0,,0,0,24.1,17,230.2,1019.8,60.5,9.9,384.4,22.1,8,,2021-06-28T05:09:59,2021-06-28T20:25:07,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-06-29,97.9,79.9,88.7,105.4,79.9,94.5,71.3,58.05,0,,0,,0,0,27.6,14.9,253.1,1019.3,52.4,9.9,421.9,22.8,8,,2021-06-29T05:10:26,2021-06-29T20:25:03,0.64,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-06-30,98,74,85.7,105.4,74,89.4,70.4,62.83,0.18,,20.83,,0,0,47.8,15.7,235.8,1013.7,51.9,9.6,402.2,23.2,8,,2021-06-30T05:10:55,2021-06-30T20:24:56,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-07-01,82.9,70.1,76.9,85.5,70.1,77.4,67.6,73.99,0.63,,33.33,,0,0,,14.7,225.9,1010.2,91.4,9,176.6,9.5,5,,2021-07-01T05:11:25,2021-07-01T20:24:48,0.74,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KOWD,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-07-02,69.1,58.9,63.2,69.1,58.9,63.2,60.1,89.57,2.01,,91.67,,0,0,27.7,18.1,39.5,1009.6,100,3.9,52.1,2.8,1,,2021-07-02T05:11:58,2021-07-02T20:24:37,0.78,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-07-03,60.1,56.9,58.7,60.1,56.9,58.6,56.2,91.43,1.54,,100,,0,0,33.3,18,74,1010.3,100,3,65.5,3.3,2,,2021-07-03T05:12:31,2021-07-03T20:24:24,0.83,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,KBVY,72505914702"
boston,2021-07-04,66.8,57.8,61.3,66.8,57.8,61.3,56.3,83.83,0.4,,33.33,,0,0,25.3,11.3,214.8,1012,93,9.3,141.6,8.2,4,,2021-07-04T05:13:07,2021-07-04T20:24:09,0.88,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,KBVY,72505914702,72508854733"
boston,2021-07-05,76.9,57.8,66,76.9,57.8,66,58.1,76.26,0.01,,8.33,,0,0,19.7,14.8,165.3,1018.1,80.8,9.7,324.5,18.7,8,,2021-07-05T05:13:44,2021-07-05T20:23:51,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,KBVY,72505914702,72508854733"
boston,2021-07-06,91.1,69.2,77.7,99.8,69.2,79.9,68.4,74.31,0.29,,29.17,,0,0,41.4,24.7,229.6,1012,88.5,9.7,250.6,14.4,7,,2021-07-06T05:14:22,2021-07-06T20:23:32,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,KBVY,72505914702,72508854733"
boston,2021-07-07,91.1,72,80.2,95.1,72,81.7,67.5,66.89,0.04,,8.33,,0,0,39.1,14.7,230.5,1012.2,57.9,9.7,436.1,22,9,,2021-07-07T05:15:02,2021-07-07T20:23:11,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-07-08,73.1,64.1,67.3,73.1,64.1,67.4,60.1,78.07,0.22,,41.67,,0,0,36.7,76.9,58.8,1017.6,92.5,9,182.4,9.8,4,,2021-07-08T05:15:43,2021-07-08T20:22:47,0.99,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-07-09,78.1,63,69,78.1,63,69,64.7,86.54,2.01,,70.83,,0,0,33.3,20.5,149,1010.3,84.2,3.9,82.9,4.5,3,,2021-07-09T05:16:25,2021-07-09T20:22:21,1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-07-10,73.9,65.9,70.2,73.9,65.9,70.2,61.6,74.66,0.15,,20.83,,0,0,,11.3,127.5,1015.1,85.6,9.8,185.5,10.7,4,,2021-07-10T05:17:09,2021-07-10T20:21:53,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-07-11,80.9,64,71.8,82.3,64,72,63.6,76.26,0.03,,25,,0,0,,11.2,136.1,1019.2,68.9,9.3,269.3,14.5,7,,2021-07-11T05:17:54,2021-07-11T20:21:23,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-07-12,71,65.9,67.9,71,65.9,67.9,64.3,88.34,1.2,,41.67,,0,0,,14.7,66,1021.8,99.9,8.2,60.7,3.3,2,,2021-07-12T05:18:40,2021-07-12T20:20:51,0.03,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,KBVY,72505914702"
boston,2021-07-13,70,65,66.9,70,65,66.9,62.7,86.43,0.01,,12.5,,0,0,,11.3,63.3,1025.4,96.9,8.3,138.5,7.5,4,,2021-07-13T05:19:27,2021-07-13T20:20:17,0.06,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-07-14,75,65.9,70.1,75,65.9,70.1,66.4,88.36,0,,0,,0,0,,8,104.1,1021.2,90.6,3.4,185.6,10,4,,2021-07-14T05:20:15,2021-07-14T20:19:41,0.1,Overcast,Cloudy skies throughout the day.,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,KBVY,72505914702,72508854733"
boston,2021-07-15,78.3,71,74.1,78.3,71,74.1,68.3,82.26,0,,0,,0,0,18.3,11.7,165.2,1017.8,51.4,9.4,414.5,22.4,8,,2021-07-15T05:21:04,2021-07-15T20:19:03,0.14,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-07-16,93.8,74.8,82.5,99.4,74.8,85.1,69.9,67.7,0.02,,4.17,,0,0,27.6,17.1,223.8,1014.6,67.3,9.9,328.8,18.9,8,,2021-07-16T05:21:55,2021-07-16T20:18:23,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-07-17,79.2,70,74.4,79.2,70,74.4,65.7,74.64,0.18,,29.17,,0,0,,12.5,99.8,1018.2,82.1,9.4,329,16.6,7,,2021-07-17T05:22:46,2021-07-17T20:17:40,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-07-18,73.2,67.9,70.4,73.2,67.9,70.4,66.4,87,0.31,,58.33,,0,0,,12.5,115.5,1016,100,5.7,93.7,5.1,2,,2021-07-18T05:23:38,2021-07-18T20:16:56,0.31,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,KBVY,72505914702"
boston,2021-07-19,72,66.8,68.9,72,66.8,68.9,65,87.52,0,,20.83,,0,0,,10.2,115.8,1013.7,96.5,5.7,93.7,5.1,2,,2021-07-19T05:24:31,2021-07-19T20:16:10,0.37,Overcast,Cloudy skies throughout the day.,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-07-20,88,69,78.9,89.9,69,80.1,65.8,65.7,0,,0,,0,0,,10.2,252.3,1011,66.7,7.2,358.9,19.4,7,,2021-07-20T05:25:25,2021-07-20T20:15:22,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-07-21,82.9,67.8,76.8,83.7,67.8,77.1,62.5,62.59,0.01,,12.5,,0,0,28.9,20.3,271.5,1010.6,69.4,9.3,288.9,16.6,7,,2021-07-21T05:26:20,2021-07-21T20:14:32,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,KBVY,72505914702"
boston,2021-07-22,78.3,65.7,71.5,78.3,65.7,71.5,58.3,63.59,0,,0,,0,0,,12.5,220.8,1015.5,53.1,9.9,355.4,19.2,8,,2021-07-22T05:27:16,2021-07-22T20:13:41,0.48,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,KBVY,72505914702"
boston,2021-07-23,79,68.9,73.4,79,68.9,73.4,57.2,57.49,0,,0,,0,0,,12.5,218.3,1018.3,67.2,9.9,364.4,19.7,8,,2021-07-23T05:28:12,2021-07-23T20:12:47,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-07-24,76,64.7,71.6,76,64.7,71.6,57.5,61.7,0,,0,,0,0,21.9,12.6,192.7,1018.9,35.1,9.9,444.1,24,8,,2021-07-24T05:29:09,2021-07-24T20:11:52,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-07-25,75.8,69,71.8,75.8,69,71.8,65.3,80.13,0.15,,25,,0,0,28.9,22.6,203.9,1013.3,89.5,9.7,121,6.5,3,,2021-07-25T05:30:06,2021-07-25T20:10:54,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-07-26,91.9,70.8,81.3,90.8,70.8,81.5,64.1,60.25,0,,0,,0,0,21.9,12.7,253.7,1010.5,52.4,6.6,394.8,21.3,8,,2021-07-26T05:31:04,2021-07-26T20:09:55,0.54,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-07-27,87.2,70,78,87.3,70,78.2,62.4,60.28,0.16,,12.5,,0,0,22.3,17,213.3,1012.5,50.8,8.4,403.4,20.3,8,,2021-07-27T05:32:03,2021-07-27T20:08:55,0.57,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-07-28,74,66.6,69.5,74,66.6,69.5,59.9,72.34,0.09,,8.33,,4.92,4.92,,12.5,101.8,1015.4,70.1,9.9,256.3,13.8,7,,2021-07-28T05:33:02,2021-07-28T20:07:52,0.61,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-07-29,79.1,65.7,72,79.1,65.7,72,60,66.56,0,,25,,2.95,7.87,32,20.5,207,1013.7,84.6,9.9,253.3,13.7,9,,2021-07-29T05:34:02,2021-07-29T20:06:48,0.66,Partially cloudy,Partly cloudy throughout the day.,snow,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,KBVY,72505914702"
boston,2021-07-30,82.1,66.7,73.8,81.6,66.7,73.8,58.1,60.67,0.15,,25,,0,2.62,27.8,19.3,299.4,1005.8,56.7,9.6,393.6,21.3,9,,2021-07-30T05:35:02,2021-07-30T20:05:43,0.7,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain clearing later.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-07-31,78,60.8,69.1,78,60.8,69.1,46.8,45.51,0,,0,,0,0,19.7,14.8,274.6,1012.8,32.6,9.9,451.1,24.4,9,,2021-07-31T05:36:02,2021-07-31T20:04:35,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,KBVY,72505914702"
boston,2021-08-01,77,63.8,70.6,77,63.8,70.6,53.8,55.92,0,,0,,0,0,,19.3,173.4,1012.9,54.3,9.9,345.9,18.7,7,,2021-08-01T05:37:03,2021-08-01T20:03:27,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,KBVY,72505914702"
boston,2021-08-02,82,65.8,74.3,81.5,65.8,74.2,56.5,55.72,0,,0,,0,0,24.1,18.1,257.6,1011.7,58.9,9.9,373.3,20.2,7,,2021-08-02T05:38:04,2021-08-02T20:02:16,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-08-03,76.9,64.7,71.8,76.9,64.7,71.8,57.3,60.7,0,,0,,0,0,,11.1,132.3,1019.1,70.9,9.9,284.1,15.3,5,,2021-08-03T05:39:05,2021-08-03T20:01:04,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-08-04,74.2,65.9,70.6,74.2,65.9,70.6,62.3,75.43,0.03,,16.67,,0,0,,15.7,110.1,1020.7,96.1,9.5,203.1,11,5,,2021-08-04T05:40:07,2021-08-04T19:59:51,0.93,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-08-05,70.1,65.9,67.1,70.1,65.9,67.1,63.6,88.59,1.96,,79.17,,0,0,,13.6,104.8,1018.9,99.5,6.2,69.8,3.8,2,,2021-08-05T05:41:09,2021-08-05T19:58:36,0.96,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-08-06,89,66.7,76.4,89.9,66.7,77.3,65.7,71.14,0,,0,,0,0,18.3,13.6,193.3,1019.5,46.8,9.9,413.4,22.3,8,,2021-08-06T05:42:12,2021-08-06T19:57:20,0.98,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,KBVY,72505914702"
boston,2021-08-07,91.9,70.9,80.8,94.8,70.9,82.3,65.6,61.32,0,,0,,0,0,20.8,15.8,231.5,1016.8,79.4,9.9,353.5,19.1,7,,2021-08-07T05:43:14,2021-08-07T19:56:02,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-08-08,82.9,72,76.5,85.5,72,76.9,66.1,70.87,0,,0,,0,0,,10.1,167.2,1018.1,94.4,9.1,217.2,10.9,5,,2021-08-08T05:44:17,2021-08-08T19:54:43,1,Overcast,Cloudy skies throughout the day.,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
